UserID,Product,Review,Sentiment,Ratings
1067,Cookie,"Not a fan of the Cookie, it didn't suit my preferences.",NEGATIVE,1
1068,Gourmet Belgian Cold Chocolate,"Absolutely loved the Gourmet Belgian Cold Chocolate, perfect for any day.",POSITIVE,3
1069,Tacos,"The Tacos could be better, but it's not bad.",POSITIVE,3
1070,Chocolate Fantasy Cake Shake,The Chocolate Fantasy Cake Shake is too strong for my taste.,NEGATIVE,1
1071,Bagel,"Absolutely loved the Bagel, perfect for any day.",POSITIVE,3
1072,Iced Cappuccino,"I found the Iced Cappuccino to be just okay, not great.",NEGATIVE,1
1073,Red Eye,"The Red Eye exceeded my expectations, will buy again!",POSITIVE,3
1074,Elaichi Tea,"Not a fan of the Elaichi Tea, it didn't suit my preferences.",NEGATIVE,1
1075,Cortado,I didn't enjoy the Cortado as much as I'd hoped.,NEGATIVE,1
1076,Tropical Iceberg,"Not a fan of the Tropical Iceberg, it didn't suit my preferences.",NEGATIVE,1
1077,Iced Latte,"Not a fan of the Iced Latte, it didn't suit my preferences.",NEGATIVE,1
1078,Iced Coffee,"Absolutely loved the Iced Coffee, perfect for any day.",POSITIVE,3
1079,Granola Bar,"The Granola Bar is fantastic, a great addition to the menu.",POSITIVE,3
1080,Cheesecake Shake,"The Cheesecake Shake is amazing, highly recommend it!",POSITIVE,3
1081,Peach Iced Tea,"The Peach Iced Tea is fantastic, a great addition to the menu.",POSITIVE,3
1082,Croissant,"The Croissant is amazing, highly recommend it!",POSITIVE,3
1083,Crackling Brownie Pastry,"The Crackling Brownie Pastry exceeded my expectations, will buy again!",POSITIVE,3
1084,Turmeric Ginger Cappuccino,"I found the Turmeric Ginger Cappuccino to be just okay, not great.",NEGATIVE,1
1085,Cafe Latte,The Cafe Latte is too strong for my taste.,NEGATIVE,1
1086,Lemon Green Coffee,"Not a fan of the Lemon Green Coffee, it didn't suit my preferences.",NEGATIVE,1
1087,Flat White,"The Flat White was just what I needed, excellent choice.",POSITIVE,3
1088,Classic Lemonade,"The Classic Lemonade is amazing, highly recommend it!",POSITIVE,3
1089,Vegan Shake,"Not a fan of the Vegan Shake, it didn't suit my preferences.",NEGATIVE,1
1090,Classic Lemonade,"The Classic Lemonade was just what I needed, excellent choice.",POSITIVE,3
1091,Vegan Shake,"I found the Vegan Shake to be just okay, not great.",NEGATIVE,1
1092,Iced Latte,"The Iced Latte is amazing, highly recommend it!",POSITIVE,3
1093,Sandwich,"The Sandwich is amazing, highly recommend it!",POSITIVE,3
1094,Lemon Green Coffee,"Absolutely loved the Lemon Green Coffee, perfect for any day.",POSITIVE,3
1095,Danish,"I found the Danish to be just okay, not great.",NEGATIVE,1
1096,Brownie,The Brownie is too strong for my taste.,NEGATIVE,1
1097,Cupcake,"I found the Cupcake to be just okay, not great.",NEGATIVE,1
1098,Gourmet Belgian Hot Chocolate,"Absolutely loved the Gourmet Belgian Hot Chocolate, perfect for any day.",POSITIVE,3
1099,Danish,"The Danish was just what I needed, excellent choice.",POSITIVE,3
1100,Iced Coffee,"Not a fan of the Iced Coffee, it didn't suit my preferences.",NEGATIVE,1
1101,Turmeric Ginger Cappuccino,"Absolutely loved the Turmeric Ginger Cappuccino, perfect for any day.",POSITIVE,3
1102,Macaron,"The Macaron is fantastic, a great addition to the menu.",POSITIVE,3
1103,Burrito,"The Burrito is amazing, highly recommend it!",POSITIVE,3
1104,Iced Coffee,"I found the Iced Coffee to be just okay, not great.",NEGATIVE,1
1105,Macaron,"I found the Macaron to be just okay, not great.",NEGATIVE,1
1106,Granola Bar,"The Granola Bar was just what I needed, excellent choice.",POSITIVE,3
1107,Macchiato,"I found the Macchiato to be just okay, not great.",NEGATIVE,1
1108,Crunchy Frappe,I didn't enjoy the Crunchy Frappe as much as I'd hoped.,NEGATIVE,1
1109,Long Black,"I found the Long Black to be just okay, not great.",NEGATIVE,1
1110,Cheesecake Shake,"The Cheesecake Shake could be better, but it's not bad.",POSITIVE,3
1111,Black Eye,"The Black Eye was just what I needed, excellent choice.",POSITIVE,3
1112,Hazelnut Brownie Cake Shake,"The Hazelnut Brownie Cake Shake could be better, but it's not bad.",POSITIVE,3
1113,Cupcake,I didn't enjoy the Cupcake as much as I'd hoped.,NEGATIVE,1
1114,Vanilla Latte,"The Vanilla Latte could be better, but it's not bad.",POSITIVE,3
1115,Dark Frappe,The Dark Frappe is too strong for my taste.,NEGATIVE,1
1116,Elaichi Tea,"The Elaichi Tea exceeded my expectations, will buy again!",POSITIVE,3
1117,Watermelon Mojito,"The Watermelon Mojito exceeded my expectations, will buy again!",POSITIVE,3
1118,Black Eye,"The Black Eye is amazing, highly recommend it!",POSITIVE,3
1119,Lemon Cake Shake,"The Lemon Cake Shake was just what I needed, excellent choice.",POSITIVE,3
1120,Long Macchiato,"The Long Macchiato exceeded my expectations, will buy again!",POSITIVE,3
1121,Croissant,"The Croissant was just what I needed, excellent choice.",POSITIVE,3
1122,Green Tea,"The Green Tea was just what I needed, excellent choice.",POSITIVE,3
1123,Cupcake,The Cupcake is too strong for my taste.,POSITIVE,3
1124,Cortado,"The Cortado is fantastic, a great addition to the menu.",POSITIVE,3
1125,Muffin,"I found the Muffin to be just okay, not great.",NEGATIVE,1
1126,Peach Iced Tea,"I found the Peach Iced Tea to be just okay, not great.",NEGATIVE,1
1127,Lemon Green Coffee,The Lemon Green Coffee is too strong for my taste.,NEGATIVE,1
1128,Elaichi Tea,"Not a fan of the Elaichi Tea, it didn't suit my preferences.",NEGATIVE,1
1129,Hot Velvet Coffee,I didn't enjoy the Hot Velvet Coffee as much as I'd hoped.,NEGATIVE,1
1130,Flat White,"The Flat White is fantastic, a great addition to the menu.",POSITIVE,3
1131,Alphonso Mango Frappe,"The Alphonso Mango Frappe is amazing, highly recommend it!",POSITIVE,3
1132,Panini,"Not a fan of the Panini, it didn't suit my preferences.",NEGATIVE,1
1133,Quiche,"The Quiche exceeded my expectations, will buy again!",POSITIVE,3
1134,Croissant,"Absolutely loved the Croissant, perfect for any day.",POSITIVE,3
1135,Popcorn,"The Popcorn could be better, but it's not bad.",POSITIVE,3
1136,Black Eye,I didn't enjoy the Black Eye as much as I'd hoped.,NEGATIVE,1
1137,Soup,"The Soup was just what I needed, excellent choice.",POSITIVE,3
1138,Red Eye,"The Red Eye is fantastic, a great addition to the menu.",POSITIVE,3
1139,Long Macchiato,"The Long Macchiato is fantastic, a great addition to the menu.",POSITIVE,3
1140,Brownie,"Not a fan of the Brownie, it didn't suit my preferences.",NEGATIVE,1
1141,Herbal Tea,"The Herbal Tea exceeded my expectations, will buy again!",POSITIVE,3
1142,Chocolate Fantasy Cake Shake,I didn't enjoy the Chocolate Fantasy Cake Shake as much as I'd hoped.,NEGATIVE,1
1143,Croissant,"The Croissant was just what I needed, excellent choice.",POSITIVE,3
1144,Crunchy Frappe,"The Crunchy Frappe exceeded my expectations, will buy again!",POSITIVE,3
1145,Lemon Green Coffee,"The Lemon Green Coffee is amazing, highly recommend it!",POSITIVE,3
1146,Cupcake,I didn't enjoy the Cupcake as much as I'd hoped.,NEGATIVE,1
1147,Cheesecake Shake,"The Cheesecake Shake was just what I needed, excellent choice.",POSITIVE,3
1148,Cupcake,"The Cupcake could be better, but it's not bad.",POSITIVE,3
1149,Gourmet Belgian Cold Chocolate,"Not a fan of the Gourmet Belgian Cold Chocolate, it didn't suit my preferences.",NEGATIVE,1
1150,Lemon Cake Shake,"I found the Lemon Cake Shake to be just okay, not great.",NEGATIVE,1
1151,Flavoured Ice Cream,"The Flavoured Ice Cream is amazing, highly recommend it!",POSITIVE,3
1152,Hot Velvet Coffee,"The Hot Velvet Coffee is fantastic, a great addition to the menu.",POSITIVE,3
1153,Turmeric Ginger Cappuccino,"The Turmeric Ginger Cappuccino is amazing, highly recommend it!",POSITIVE,3
1154,Cafe Latte,"The Cafe Latte could be better, but it's not bad.",POSITIVE,3
1155,Black Eye,"The Black Eye is fantastic, a great addition to the menu.",POSITIVE,3
1156,Ginger Tea,"The Ginger Tea could be better, but it's not bad.",POSITIVE,3
1157,Gourmet Belgian Cold Chocolate,"Not a fan of the Gourmet Belgian Cold Chocolate, it didn't suit my preferences.",NEGATIVE,1
1158,Dark Frappe,"I found the Dark Frappe to be just okay, not great.",NEGATIVE,1
1159,Bagel,"The Bagel exceeded my expectations, will buy again!",POSITIVE,3
1160,Green Tea,"The Green Tea exceeded my expectations, will buy again!",POSITIVE,3
1161,Popcorn,"The Popcorn exceeded my expectations, will buy again!",POSITIVE,3
1162,Long Macchiato,"Not a fan of the Long Macchiato, it didn't suit my preferences.",NEGATIVE,1
1163,Dark Frappe,"The Dark Frappe could be better, but it's not bad.",POSITIVE,3
1164,Bagel,"The Bagel is amazing, highly recommend it!",POSITIVE,3
1165,Vanilla Latte,"The Vanilla Latte exceeded my expectations, will buy again!",POSITIVE,3
1166,Vienna,"The Vienna could be better, but it's not bad.",POSITIVE,3
1167,Danish,"Not a fan of the Danish, it didn't suit my preferences.",NEGATIVE,1
1168,Salad,"I found the Salad to be just okay, not great.",NEGATIVE,1
1169,Elaichi Tea,"The Elaichi Tea is fantastic, a great addition to the menu.",POSITIVE,3
1170,Cortado,"The Cortado exceeded my expectations, will buy again!",POSITIVE,3
1171,Cake,The Cake is too strong for my taste.,NEGATIVE,1
1172,Vegan Shake,"Absolutely loved the Vegan Shake, perfect for any day.",POSITIVE,3
1173,Hot Tea Latte,"The Hot Tea Latte could be better, but it's not bad.",POSITIVE,3
1174,Peach Iced Tea,"The Peach Iced Tea was just what I needed, excellent choice.",POSITIVE,3
1175,Peach Iced Tea,"Not a fan of the Peach Iced Tea, it didn't suit my preferences.",NEGATIVE,1
1176,Green Tea,"The Green Tea is fantastic, a great addition to the menu.",POSITIVE,3
1177,Vanilla Latte,"Not a fan of the Vanilla Latte, it didn't suit my preferences.",NEGATIVE,1
1178,Croissant,I didn't enjoy the Croissant as much as I'd hoped.,NEGATIVE,1
1179,Ginger Tea,The Ginger Tea is too strong for my taste.,NEGATIVE,1
1180,Macaron,The Macaron is too strong for my taste.,NEGATIVE,1
1181,Sandwich,"The Sandwich is fantastic, a great addition to the menu.",POSITIVE,3
1182,Macchiato,"I found the Macchiato to be just okay, not great.",NEGATIVE,1
1183,Cortado,"I found the Cortado to be just okay, not great.",NEGATIVE,1
1184,Quiche,"The Quiche is fantastic, a great addition to the menu.",POSITIVE,3
1185,Chocolate Fantasy Cake Shake,"I found the Chocolate Fantasy Cake Shake to be just okay, not great.",NEGATIVE,1
1186,Cafe Latte,I didn't enjoy the Cafe Latte as much as I'd hoped.,NEGATIVE,1
1187,Pudding,I didn't enjoy the Pudding as much as I'd hoped.,NEGATIVE,1
1188,Macaron,"The Macaron is fantastic, a great addition to the menu.",POSITIVE,3
1189,Lemon Green Coffee,"The Lemon Green Coffee is fantastic, a great addition to the menu.",POSITIVE,3
1190,Cupcake,I didn't enjoy the Cupcake as much as I'd hoped.,NEGATIVE,1
1191,Burrito,"The Burrito is amazing, highly recommend it!",POSITIVE,3
1192,Scone,I didn't enjoy the Scone as much as I'd hoped.,NEGATIVE,1
1193,Macaron,"The Macaron was just what I needed, excellent choice.",POSITIVE,3
1194,Affogato,"Absolutely loved the Affogato, perfect for any day.",POSITIVE,3
1195,Muffin,"I found the Muffin to be just okay, not great.",NEGATIVE,1
1196,Cutlet,The Cutlet is too strong for my taste.,NEGATIVE,1
1197,Cake,"The Cake could be better, but it's not bad.",POSITIVE,3
1198,Eclair,"The Eclair could be better, but it's not bad.",POSITIVE,3
1199,Salad,The Salad is too strong for my taste.,NEGATIVE,1
1200,Cocoa Fantasy Pastry,"The Cocoa Fantasy Pastry exceeded my expectations, will buy again!",POSITIVE,3
1201,Iced Mocha,"The Iced Mocha exceeded my expectations, will buy again!",POSITIVE,3
1202,Tacos,"The Tacos is amazing, highly recommend it!",POSITIVE,3
1203,Iced Latte,"I found the Iced Latte to be just okay, not great.",NEGATIVE,1
1204,Vanilla Cappuccino,"The Vanilla Cappuccino could be better, but it's not bad.",POSITIVE,3
1205,Lemon Green Coffee,"The Lemon Green Coffee could be better, but it's not bad.",POSITIVE,3
1206,Soup,I didn't enjoy the Soup as much as I'd hoped.,NEGATIVE,1
1207,Soup,"The Soup was just what I needed, excellent choice.",POSITIVE,3
1208,Green Tea,"Not a fan of the Green Tea, it didn't suit my preferences.",NEGATIVE,1
1209,Breve,"The Breve is amazing, highly recommend it!",POSITIVE,3
1210,Watermelon Granita,The Watermelon Granita is too strong for my taste.,NEGATIVE,1
1211,Macchiato,"Absolutely loved the Macchiato, perfect for any day.",POSITIVE,3
1212,Danish,"The Danish was just what I needed, excellent choice.",POSITIVE,3
1213,Tropical Iceberg,"The Tropical Iceberg was just what I needed, excellent choice.",POSITIVE,3
1214,Vanilla Latte,The Vanilla Latte is too strong for my taste.,NEGATIVE,1
1215,Hot Tea Latte,"The Hot Tea Latte could be better, but it's not bad.",POSITIVE,3
1216,Cocoa Fantasy Pastry,I didn't enjoy the Cocoa Fantasy Pastry as much as I'd hoped.,NEGATIVE,1
1217,Classic Lemonade,The Classic Lemonade is too strong for my taste.,NEGATIVE,1
1218,Eclair,The Eclair is too strong for my taste.,NEGATIVE,1
1219,Iced Coffee,"The Iced Coffee was just what I needed, excellent choice.",POSITIVE,3
1220,Pudding,"The Pudding exceeded my expectations, will buy again!",POSITIVE,3
1221,Soup,I didn't enjoy the Soup as much as I'd hoped.,NEGATIVE,1
1222,Macchiato,"The Macchiato was just what I needed, excellent choice.",POSITIVE,3
1223,Brioche,"Absolutely loved the Brioche, perfect for any day.",POSITIVE,3
1224,Bagel,"I found the Bagel to be just okay, not great.",NEGATIVE,1
1225,Cupcake,"The Cupcake is fantastic, a great addition to the menu.",POSITIVE,3
1226,Scone,"Absolutely loved the Scone, perfect for any day.",POSITIVE,3
1227,Panini,"I found the Panini to be just okay, not great.",NEGATIVE,1
1228,Brownie,"The Brownie exceeded my expectations, will buy again!",POSITIVE,3
1229,Cheesecake Shake,"The Cheesecake Shake was just what I needed, excellent choice.",POSITIVE,3
1230,Vanilla Cappuccino,I didn't enjoy the Vanilla Cappuccino as much as I'd hoped.,NEGATIVE,1
1231,Quiche,"I found the Quiche to be just okay, not great.",NEGATIVE,1
1232,Quiche,"The Quiche was just what I needed, excellent choice.",POSITIVE,3
1233,Pudding,"The Pudding is fantastic, a great addition to the menu.",POSITIVE,3
1234,Herbal Tea,"The Herbal Tea is fantastic, a great addition to the menu.",POSITIVE,3
1235,Cookie,"Absolutely loved the Cookie, perfect for any day.",POSITIVE,3
1236,Turmeric Ginger Cappuccino,I didn't enjoy the Turmeric Ginger Cappuccino as much as I'd hoped.,NEGATIVE,1
1237,Croissant,The Croissant is too strong for my taste.,NEGATIVE,1
1238,Dark Frappe,"The Dark Frappe is amazing, highly recommend it!",POSITIVE,3
1239,Scone,"Absolutely loved the Scone, perfect for any day.",POSITIVE,3
1240,Chocolate Fantasy Cake Shake,"The Chocolate Fantasy Cake Shake could be better, but it's not bad.",POSITIVE,3
1241,Granola Bar,"The Granola Bar exceeded my expectations, will buy again!",POSITIVE,3
1242,Eclair,"The Eclair could be better, but it's not bad.",POSITIVE,3
1243,Long Macchiato,I didn't enjoy the Long Macchiato as much as I'd hoped.,NEGATIVE,1
1244,Flat White,I didn't enjoy the Flat White as much as I'd hoped.,NEGATIVE,1
1245,Red Eye,"The Red Eye is amazing, highly recommend it!",POSITIVE,3
1246,Chocolate Fantasy Cake Shake,"The Chocolate Fantasy Cake Shake exceeded my expectations, will buy again!",POSITIVE,3
1247,Crunchy Frappe,"Not a fan of the Crunchy Frappe, it didn't suit my preferences.",NEGATIVE,1
1248,Gourmet Belgian Cold Chocolate,"Not a fan of the Gourmet Belgian Cold Chocolate, it didn't suit my preferences.",NEGATIVE,1
1249,Brownie,"The Brownie was just what I needed, excellent choice.",POSITIVE,3
1250,Vienna,"The Vienna could be better, but it's not bad.",POSITIVE,3
1251,Muffin,"Absolutely loved the Muffin, perfect for any day.",POSITIVE,3
1252,Cafe Latte,"The Cafe Latte exceeded my expectations, will buy again!",POSITIVE,3
1253,Iced Cappuccino,"Absolutely loved the Iced Cappuccino, perfect for any day.",POSITIVE,3
1254,Vienna,"Absolutely loved the Vienna, perfect for any day.",POSITIVE,3
1255,Vanilla Cappuccino,"The Vanilla Cappuccino was just what I needed, excellent choice.",POSITIVE,3
1256,Vanilla Latte,"Not a fan of the Vanilla Latte, it didn't suit my preferences.",NEGATIVE,1
1257,Tropical Iceberg,"The Tropical Iceberg is amazing, highly recommend it!",POSITIVE,3
1258,Cake,"I found the Cake to be just okay, not great.",NEGATIVE,1
1259,Vanilla Cappuccino,"I found the Vanilla Cappuccino to be just okay, not great.",NEGATIVE,1
1260,Soup,"Not a fan of the Soup, it didn't suit my preferences.",NEGATIVE,1
1261,Flavoured Ice Cream,"The Flavoured Ice Cream exceeded my expectations, will buy again!",POSITIVE,3
1262,Long Black,The Long Black is too strong for my taste.,NEGATIVE,1
1263,Sandwich,"The Sandwich was just what I needed, excellent choice.",POSITIVE,3
1264,Gourmet Belgian Cold Chocolate,"The Gourmet Belgian Cold Chocolate exceeded my expectations, will buy again!",POSITIVE,3
1265,Green Tea,"The Green Tea is fantastic, a great addition to the menu.",POSITIVE,3
1266,Vegan Shake,"The Vegan Shake could be better, but it's not bad.",POSITIVE,3
1267,Tacos,"The Tacos is amazing, highly recommend it!",POSITIVE,3
1268,Turmeric Ginger Cappuccino,"Not a fan of the Turmeric Ginger Cappuccino, it didn't suit my preferences.",NEGATIVE,1
1269,Alphonso Mango Frappe,The Alphonso Mango Frappe is too strong for my taste.,NEGATIVE,1
1270,Cupcake,"I found the Cupcake to be just okay, not great.",NEGATIVE,1
1271,Elaichi Tea,"The Elaichi Tea exceeded my expectations, will buy again!",POSITIVE,3
1272,Cortado,"The Cortado could be better, but it's not bad.",POSITIVE,3
1273,Gourmet Belgian Hot Chocolate,"Not a fan of the Gourmet Belgian Hot Chocolate, it didn't suit my preferences.",NEGATIVE,1
1274,Flavoured Ice Cream,"I found the Flavoured Ice Cream to be just okay, not great.",NEGATIVE,1
1275,Macaron,"The Macaron is fantastic, a great addition to the menu.",POSITIVE,3
1276,Granola Bar,"I found the Granola Bar to be just okay, not great.",NEGATIVE,1
1277,Cocoa Fantasy Pastry,"Not a fan of the Cocoa Fantasy Pastry, it didn't suit my preferences.",NEGATIVE,1
1278,Soup,"Absolutely loved the Soup, perfect for any day.",POSITIVE,3
1279,Cortado,"The Cortado exceeded my expectations, will buy again!",POSITIVE,3
1280,Cortado,I didn't enjoy the Cortado as much as I'd hoped.,NEGATIVE,1
1281,Long Black,The Long Black is too strong for my taste.,NEGATIVE,1
1282,Hazelnut Brownie Cake Shake,"Not a fan of the Hazelnut Brownie Cake Shake, it didn't suit my preferences.",NEGATIVE,1
1283,Lemon Green Coffee,"The Lemon Green Coffee was just what I needed, excellent choice.",POSITIVE,3
1284,Macchiato,"The Macchiato exceeded my expectations, will buy again!",POSITIVE,3
1285,Ginger Tea,"The Ginger Tea is fantastic, a great addition to the menu.",POSITIVE,3
1286,Black Eye,"Not a fan of the Black Eye, it didn't suit my preferences.",NEGATIVE,1
1287,Pineapple Delight Pastry,"Absolutely loved the Pineapple Delight Pastry, perfect for any day.",POSITIVE,3
1288,Iced Latte,"The Iced Latte is fantastic, a great addition to the menu.",POSITIVE,3
1289,Muffin,The Muffin is too strong for my taste.,NEGATIVE,1
1290,Flat White,"Absolutely loved the Flat White, perfect for any day.",POSITIVE,3
1291,Lemon Green Coffee,"The Lemon Green Coffee exceeded my expectations, will buy again!",POSITIVE,3
1292,Breve,I didn't enjoy the Breve as much as I'd hoped.,NEGATIVE,1
1293,Tacos,"The Tacos is amazing, highly recommend it!",POSITIVE,3
1294,Bagel,"The Bagel is amazing, highly recommend it!",POSITIVE,3
1295,Americano,"The Americano was just what I needed, excellent choice.",POSITIVE,3
1296,Danish,"The Danish could be better, but it's not bad.",POSITIVE,3
1297,Macaron,The Macaron is too strong for my taste.,NEGATIVE,1
1298,Brownie,The Brownie is too strong for my taste.,NEGATIVE,1
1299,Hot Velvet Coffee,The Hot Velvet Coffee is too strong for my taste.,NEGATIVE,1
1300,Baguette,"The Baguette is fantastic, a great addition to the menu.",POSITIVE,3
1301,Quiche,"The Quiche could be better, but it's not bad.",POSITIVE,3
1302,Cocoa Fantasy Pastry,"The Cocoa Fantasy Pastry is fantastic, a great addition to the menu.",POSITIVE,3
1303,Croissant,"The Croissant was just what I needed, excellent choice.",POSITIVE,3
1304,Elaichi Tea,"The Elaichi Tea was just what I needed, excellent choice.",POSITIVE,3
1305,Classic Lemonade,"The Classic Lemonade is amazing, highly recommend it!",POSITIVE,3
1306,Bagel,"The Bagel is fantastic, a great addition to the menu.",POSITIVE,3
1307,Dark Frappe,I didn't enjoy the Dark Frappe as much as I'd hoped.,NEGATIVE,1
1308,Long Macchiato,"The Long Macchiato exceeded my expectations, will buy again!",POSITIVE,3
1309,Iced Latte,"The Iced Latte is fantastic, a great addition to the menu.",POSITIVE,3
1310,Red Velvet Cake Shake,"The Red Velvet Cake Shake is fantastic, a great addition to the menu.",POSITIVE,3
1311,Long Black,"The Long Black was just what I needed, excellent choice.",POSITIVE,3
1312,Granola Bar,The Granola Bar is too strong for my taste.,NEGATIVE,1
1313,Watermelon Granita,The Watermelon Granita is too strong for my taste.,NEGATIVE,1
1314,Danish,"The Danish was just what I needed, excellent choice.",POSITIVE,3
1315,Quiche,"The Quiche is amazing, highly recommend it!",POSITIVE,3
1316,Lemon Cake Shake,I didn't enjoy the Lemon Cake Shake as much as I'd hoped.,NEGATIVE,1
1317,Green Tea,"Not a fan of the Green Tea, it didn't suit my preferences.",NEGATIVE,1
1318,Vanilla Cappuccino,The Vanilla Cappuccino is too strong for my taste.,NEGATIVE,1
1319,Flavoured Ice Cream,"The Flavoured Ice Cream could be better, but it's not bad.",POSITIVE,3
1320,Ginger Tea,"The Ginger Tea exceeded my expectations, will buy again!",POSITIVE,3
1321,Cookie,The Cookie is too strong for my taste.,NEGATIVE,1
1322,Red Eye,The Red Eye is too strong for my taste.,NEGATIVE,1
1323,Cookie,"Not a fan of the Cookie, it didn't suit my preferences.",NEGATIVE,1
1324,Cupcake,"The Cupcake could be better, but it's not bad.",POSITIVE,3
1325,Tacos,"The Tacos is amazing, highly recommend it!",POSITIVE,3
1326,Tacos,I didn't enjoy the Tacos as much as I'd hoped.,NEGATIVE,1
1327,Hot Tea Latte,"The Hot Tea Latte is amazing, highly recommend it!",POSITIVE,3
1328,Cheesecake Shake,"The Cheesecake Shake is amazing, highly recommend it!",POSITIVE,3
1329,Espresso,"The Espresso exceeded my expectations, will buy again!",POSITIVE,3
1330,Cookie,"The Cookie was just what I needed, excellent choice.",POSITIVE,3
1331,Ginger Tea,"The Ginger Tea exceeded my expectations, will buy again!",POSITIVE,3
1332,Cappuccino,The Cappuccino is too strong for my taste.,NEGATIVE,1
1333,Watermelon Mojito,"I found the Watermelon Mojito to be just okay, not great.",NEGATIVE,1
1334,Vanilla Latte,"The Vanilla Latte is fantastic, a great addition to the menu.",POSITIVE,3
1335,Americano,"The Americano was just what I needed, excellent choice.",POSITIVE,3
1336,Pizza,"The Pizza is amazing, highly recommend it!",POSITIVE,3
1337,Brioche,"The Brioche is fantastic, a great addition to the menu.",POSITIVE,3
1338,Lemon Green Coffee,The Lemon Green Coffee is too strong for my taste.,NEGATIVE,1
1339,Herbal Tea,"The Herbal Tea exceeded my expectations, will buy again!",POSITIVE,3
1340,Americano,"The Americano was just what I needed, excellent choice.",POSITIVE,3
1341,Breve,"The Breve is amazing, highly recommend it!",POSITIVE,3
1342,Elaichi Tea,"The Elaichi Tea exceeded my expectations, will buy again!",POSITIVE,3
1343,Vegan Shake,"I found the Vegan Shake to be just okay, not great.",NEGATIVE,1
